Callsign,Longitude,Latitude,Altitude,Time
UAL950  ,-68.92,44.88,38975,2021-03-01T01:05:05
UAL950  ,-68.92,44.89,38975,2021-03-01T01:05:06
UAL950  ,-68.91,44.89,38975,2021-03-01T01:05:07
UAL950  ,-68.91,44.89,39000,2021-03-01T01:05:08
UAL950  ,-68.91,44.89,38975,2021-03-01T01:05:09
UAL950  ,-68.9,44.89,38975,2021-03-01T01:05:10
UAL950  ,-68.9,44.89,39000,2021-03-01T01:05:11
UAL950  ,-68.9,44.89,38975,2021-03-01T01:05:12
UAL950  ,-68.89,44.9,39000,2021-03-01T01:05:13
UAL950  ,-68.89,44.9,39000,2021-03-01T01:05:14
UAL950  ,-68.89,44.9,39000,2021-03-01T01:05:15
UAL950  ,-68.88,44.9,39000,2021-03-01T01:05:16
UAL950  ,-68.88,44.9,39000,2021-03-01T01:05:18
UAL950  ,-68.88,44.9,39000,2021-03-01T01:05:18
UAL950  ,-68.88,44.9,39000,2021-03-01T01:05:19
UAL950  ,-68.87,44.9,39000,2021-03-01T01:05:19
UAL950  ,-68.87,44.9,38975,2021-03-01T01:05:20
UAL950  ,-68.87,44.91,39000,2021-03-01T01:05:21
UAL950  ,-68.86,44.91,39000,2021-03-01T01:05:22
UAL950  ,-68.86,44.91,39000,2021-03-01T01:05:23
UAL950  ,-68.86,44.91,38975,2021-03-01T01:05:24
UAL950  ,-68.86,44.91,38975,2021-03-01T01:05:25
UAL950  ,-68.85,44.91,38975,2021-03-01T01:05:25
UAL950  ,-68.85,44.91,38975,2021-03-01T01:05:26
UAL950  ,-68.85,44.91,38975,2021-03-01T01:05:27
UAL950  ,-68.85,44.91,38975,2021-03-01T01:05:27
UAL950  ,-68.84,44.92,38975,2021-03-01T01:05:28
UAL950  ,-68.84,44.92,38975,2021-03-01T01:05:29
UAL950  ,-68.84,44.92,38975,2021-03-01T01:05:30
UAL950  ,-68.83,44.92,38975,2021-03-01T01:05:31
UAL950  ,-68.83,44.92,38975,2021-03-01T01:05:33
UAL950  ,-68.83,44.92,38975,2021-03-01T01:05:33
UAL950  ,-68.82,44.92,38975,2021-03-01T01:05:34
UAL950  ,-68.82,44.92,38975,2021-03-01T01:05:35
UAL950  ,-68.82,44.93,38975,2021-03-01T01:05:36
UAL950  ,-68.81,44.93,39000,2021-03-01T01:05:37
UAL950  ,-68.81,44.93,39000,2021-03-01T01:05:38
UAL950  ,-68.81,44.93,38975,2021-03-01T01:05:39
UAL950  ,-68.8,44.93,38975,2021-03-01T01:05:40
UAL950  ,-68.8,44.93,38975,2021-03-01T01:05:40
UAL950  ,-68.8,44.93,38975,2021-03-01T01:05:41
UAL950  ,-68.8,44.93,38975,2021-03-01T01:05:42
UAL950  ,-68.79,44.93,38975,2021-03-01T01:05:43
UAL950  ,-68.79,44.94,38975,2021-03-01T01:05:44
UAL950  ,-68.79,44.94,38975,2021-03-01T01:05:45
UAL950  ,-68.79,44.94,38975,2021-03-01T01:05:45
UAL950  ,-68.78,44.94,38975,2021-03-01T01:05:46
UAL950  ,-68.78,44.94,39000,2021-03-01T01:05:47
UAL950  ,-68.78,44.94,39000,2021-03-01T01:05:47
UAL950  ,-68.78,44.94,39000,2021-03-01T01:05:47
UAL950  ,-68.78,44.94,38975,2021-03-01T01:05:49
UAL950  ,-68.77,44.94,39000,2021-03-01T01:05:49
UAL950  ,-68.77,44.94,39000,2021-03-01T01:05:50
UAL950  ,-68.77,44.94,39000,2021-03-01T01:05:50
UAL950  ,-68.77,44.94,39000,2021-03-01T01:05:51
UAL950  ,-68.77,44.94,39000,2021-03-01T01:05:51
UAL950  ,-68.77,44.95,39000,2021-03-01T01:05:52
UAL950  ,-68.76,44.95,39000,2021-03-01T01:05:53
UAL950  ,-68.76,44.95,39000,2021-03-01T01:05:54
UAL950  ,-68.76,44.95,39000,2021-03-01T01:05:55
UAL950  ,-68.75,44.95,39000,2021-03-01T01:05:55
UAL950  ,-68.75,44.95,39000,2021-03-01T01:05:56
UAL950  ,-68.75,44.95,39000,2021-03-01T01:05:57
UAL950  ,-68.74,44.95,39000,2021-03-01T01:05:58
UAL950  ,-68.74,44.96,39000,2021-03-01T01:05:59
UAL950  ,-68.74,44.96,39000,2021-03-01T01:06:00
UAL950  ,-68.73,44.96,39000,2021-03-01T01:06:01
UAL950  ,-68.73,44.96,39000,2021-03-01T01:06:03
UAL950  ,-68.73,44.96,39000,2021-03-01T01:06:03
UAL950  ,-68.73,44.96,39000,2021-03-01T01:06:03
UAL950  ,-68.72,44.96,39000,2021-03-01T01:06:04
UAL950  ,-68.72,44.96,39000,2021-03-01T01:06:05
UAL950  ,-68.72,44.96,39000,2021-03-01T01:06:05
UAL950  ,-68.72,44.96,39000,2021-03-01T01:06:06
UAL950  ,-68.72,44.96,39000,2021-03-01T01:06:07
UAL950  ,-68.71,44.97,39000,2021-03-01T01:06:07
UAL950  ,-68.71,44.97,39000,2021-03-01T01:06:08
UAL950  ,-68.71,44.97,39000,2021-03-01T01:06:08
UAL950  ,-68.71,44.97,39000,2021-03-01T01:06:09
UAL950  ,-68.71,44.97,39000,2021-03-01T01:06:10
UAL950  ,-68.7,44.97,39000,2021-03-01T01:06:11
UAL950  ,-68.7,44.97,39000,2021-03-01T01:06:11
UAL950  ,-68.7,44.97,39000,2021-03-01T01:06:12
UAL950  ,-68.7,44.97,39000,2021-03-01T01:06:12
UAL950  ,-68.7,44.97,39000,2021-03-01T01:06:13
UAL950  ,-68.69,44.97,39000,2021-03-01T01:06:13
UAL950  ,-68.69,44.97,39000,2021-03-01T01:06:14
UAL950  ,-68.69,44.97,39000,2021-03-01T01:06:14
UAL950  ,-68.69,44.98,39000,2021-03-01T01:06:15
UAL950  ,-68.69,44.98,39000,2021-03-01T01:06:15
UAL950  ,-68.69,44.98,39000,2021-03-01T01:06:16
UAL950  ,-68.68,44.98,39000,2021-03-01T01:06:16
UAL950  ,-68.68,44.98,39000,2021-03-01T01:06:17
UAL950  ,-68.68,44.98,39000,2021-03-01T01:06:18
UAL950  ,-68.68,44.98,38975,2021-03-01T01:06:18
UAL950  ,-68.68,44.98,39000,2021-03-01T01:06:19
UAL950  ,-68.68,44.98,39000,2021-03-01T01:06:19
UAL950  ,-68.67,44.98,39000,2021-03-01T01:06:20
UAL950  ,-68.67,44.98,39000,2021-03-01T01:06:20
UAL950  ,-68.67,44.98,39000,2021-03-01T01:06:21
UAL950  ,-68.67,44.98,39000,2021-03-01T01:06:21
UAL950  ,-68.67,44.98,39000,2021-03-01T01:06:21
UAL950  ,-68.67,44.98,39000,2021-03-01T01:06:22
UAL950  ,-68.66,44.99,38975,2021-03-01T01:06:23
UAL950  ,-68.66,44.99,38975,2021-03-01T01:06:23
UAL950  ,-68.66,44.99,38975,2021-03-01T01:06:24
UAL950  ,-68.66,44.99,39000,2021-03-01T01:06:24
UAL950  ,-68.66,44.99,39000,2021-03-01T01:06:25
UAL950  ,-68.65,44.99,38975,2021-03-01T01:06:26
UAL950  ,-68.65,44.99,39000,2021-03-01T01:06:26
UAL950  ,-68.65,44.99,39000,2021-03-01T01:06:26
UAL950  ,-68.65,44.99,38975,2021-03-01T01:06:28
UAL950  ,-68.65,44.99,38975,2021-03-01T01:06:28
UAL950  ,-68.64,44.99,38975,2021-03-01T01:06:28
UAL950  ,-68.64,44.99,38975,2021-03-01T01:06:29
UAL950  ,-68.64,44.99,39000,2021-03-01T01:06:30
UAL950  ,-68.64,44.99,38975,2021-03-01T01:06:30
UAL950  ,-68.64,45,38975,2021-03-01T01:06:30
UAL950  ,-68.64,45,39000,2021-03-01T01:06:31
UAL950  ,-68.63,45,39000,2021-03-01T01:06:31
UAL950  ,-68.63,45,39000,2021-03-01T01:06:32
UAL950  ,-68.63,45,39000,2021-03-01T01:06:33
UAL950  ,-68.63,45,39000,2021-03-01T01:06:33
UAL950  ,-68.63,45,39000,2021-03-01T01:06:33
UAL950  ,-68.63,45,38975,2021-03-01T01:06:34
UAL950  ,-68.62,45,39000,2021-03-01T01:06:34
UAL950  ,-68.62,45,39000,2021-03-01T01:06:35
UAL950  ,-68.62,45,38975,2021-03-01T01:06:35
UAL950  ,-68.62,45,38975,2021-03-01T01:06:36
UAL950  ,-68.62,45,38975,2021-03-01T01:06:36
UAL950  ,-68.62,45,39000,2021-03-01T01:06:37
UAL950  ,-68.62,45,38975,2021-03-01T01:06:37
UAL950  ,-68.61,45,39000,2021-03-01T01:06:38
UAL950  ,-68.61,45.01,38975,2021-03-01T01:06:39
UAL950  ,-68.61,45.01,39000,2021-03-01T01:06:39
UAL950  ,-68.61,45.01,38975,2021-03-01T01:06:40
UAL950  ,-68.61,45.01,38975,2021-03-01T01:06:40
UAL950  ,-68.6,45.01,38975,2021-03-01T01:06:40
UAL950  ,-68.6,45.01,38975,2021-03-01T01:06:41
UAL950  ,-68.6,45.01,38975,2021-03-01T01:06:41
UAL950  ,-68.6,45.01,39000,2021-03-01T01:06:42
UAL950  ,-68.6,45.01,38975,2021-03-01T01:06:42
UAL950  ,-68.6,45.01,38975,2021-03-01T01:06:43
UAL950  ,-68.59,45.01,38975,2021-03-01T01:06:43
UAL950  ,-68.59,45.01,38975,2021-03-01T01:06:44
UAL950  ,-68.59,45.01,38975,2021-03-01T01:06:44
UAL950  ,-68.59,45.01,38975,2021-03-01T01:06:45
UAL950  ,-68.59,45.01,38975,2021-03-01T01:06:45
UAL950  ,-68.59,45.02,38975,2021-03-01T01:06:46
UAL950  ,-68.58,45.02,38975,2021-03-01T01:06:46
UAL950  ,-68.58,45.02,38975,2021-03-01T01:06:47
UAL950  ,-68.58,45.02,38975,2021-03-01T01:06:47
UAL950  ,-68.58,45.02,38975,2021-03-01T01:06:48
UAL950  ,-68.58,45.02,38975,2021-03-01T01:06:48
UAL950  ,-68.58,45.02,38975,2021-03-01T01:06:48
UAL950  ,-68.58,45.02,38975,2021-03-01T01:06:49
UAL950  ,-68.57,45.02,38975,2021-03-01T01:06:50
UAL950  ,-68.57,45.02,38975,2021-03-01T01:06:50
UAL950  ,-68.57,45.02,38975,2021-03-01T01:06:51
UAL950  ,-68.57,45.02,38975,2021-03-01T01:06:51
UAL950  ,-68.57,45.02,38975,2021-03-01T01:06:52
UAL950  ,-68.57,45.02,38975,2021-03-01T01:06:52
UAL950  ,-68.56,45.02,38975,2021-03-01T01:06:53
UAL950  ,-68.56,45.02,38975,2021-03-01T01:06:53
UAL950  ,-68.56,45.03,38975,2021-03-01T01:06:53
UAL950  ,-68.56,45.03,38975,2021-03-01T01:06:54
UAL950  ,-68.56,45.03,38975,2021-03-01T01:06:55
UAL950  ,-68.56,45.03,38975,2021-03-01T01:06:55
UAL950  ,-68.55,45.03,39000,2021-03-01T01:06:55
UAL950  ,-68.55,45.03,38975,2021-03-01T01:06:56
UAL950  ,-68.55,45.03,38975,2021-03-01T01:06:57
UAL950  ,-68.55,45.03,39000,2021-03-01T01:06:57
UAL950  ,-68.55,45.03,39000,2021-03-01T01:06:58
UAL950  ,-68.55,45.03,38975,2021-03-01T01:06:58
UAL950  ,-68.54,45.03,39000,2021-03-01T01:06:59
UAL950  ,-68.54,45.03,38975,2021-03-01T01:06:59
UAL950  ,-68.54,45.03,39000,2021-03-01T01:06:59
UAL950  ,-68.54,45.03,39000,2021-03-01T01:07:00
UAL950  ,-68.54,45.03,38975,2021-03-01T01:07:00
UAL950  ,-68.54,45.04,39000,2021-03-01T01:07:02
UAL950  ,-68.53,45.04,39000,2021-03-01T01:07:02
UAL950  ,-68.53,45.04,39000,2021-03-01T01:07:02
UAL950  ,-68.53,45.04,39000,2021-03-01T01:07:03
UAL950  ,-68.53,45.04,39000,2021-03-01T01:07:03
UAL950  ,-68.53,45.04,39000,2021-03-01T01:07:03
UAL950  ,-68.53,45.04,39000,2021-03-01T01:07:04
UAL950  ,-68.52,45.04,39000,2021-03-01T01:07:05
UAL950  ,-68.52,45.04,39000,2021-03-01T01:07:05
UAL950  ,-68.52,45.04,39000,2021-03-01T01:07:06
UAL950  ,-68.52,45.04,39000,2021-03-01T01:07:06
UAL950  ,-68.52,45.04,39000,2021-03-01T01:07:07
UAL950  ,-68.52,45.04,39000,2021-03-01T01:07:07
UAL950  ,-68.51,45.04,39000,2021-03-01T01:07:07
UAL950  ,-68.51,45.04,39000,2021-03-01T01:07:08
UAL950  ,-68.51,45.04,39000,2021-03-01T01:07:09
UAL950  ,-68.51,45.05,39000,2021-03-01T01:07:09
UAL950  ,-68.51,45.05,39000,2021-03-01T01:07:10
UAL950  ,-68.51,45.05,39000,2021-03-01T01:07:10
UAL950  ,-68.5,45.05,39000,2021-03-01T01:07:11
UAL950  ,-68.5,45.05,38975,2021-03-01T01:07:11
UAL950  ,-68.5,45.05,39000,2021-03-01T01:07:12
UAL950  ,-68.5,45.05,39000,2021-03-01T01:07:13
UAL950  ,-68.5,45.05,39000,2021-03-01T01:07:13
UAL950  ,-68.5,45.05,39000,2021-03-01T01:07:13
UAL950  ,-68.49,45.05,39000,2021-03-01T01:07:14
UAL950  ,-68.49,45.05,38975,2021-03-01T01:07:14
UAL950  ,-68.49,45.05,39000,2021-03-01T01:07:15
UAL950  ,-68.49,45.05,39000,2021-03-01T01:07:15
UAL950  ,-68.49,45.05,39000,2021-03-01T01:07:15
UAL950  ,-68.49,45.05,39000,2021-03-01T01:07:16
UAL950  ,-68.48,45.06,39000,2021-03-01T01:07:17
UAL950  ,-68.48,45.06,39000,2021-03-01T01:07:17
UAL950  ,-68.48,45.06,39000,2021-03-01T01:07:18
UAL950  ,-68.48,45.06,39000,2021-03-01T01:07:18
UAL950  ,-68.48,45.06,39000,2021-03-01T01:07:19
UAL950  ,-68.47,45.06,38975,2021-03-01T01:07:19
UAL950  ,-68.47,45.06,39000,2021-03-01T01:07:20
UAL950  ,-68.47,45.06,38975,2021-03-01T01:07:21
UAL950  ,-68.47,45.06,39000,2021-03-01T01:07:21
UAL950  ,-68.47,45.06,39000,2021-03-01T01:07:21
UAL950  ,-68.47,45.06,38975,2021-03-01T01:07:22
UAL950  ,-68.46,45.06,39000,2021-03-01T01:07:22
UAL950  ,-68.46,45.06,39000,2021-03-01T01:07:23
UAL950  ,-68.46,45.06,39000,2021-03-01T01:07:23
UAL950  ,-68.46,45.06,38975,2021-03-01T01:07:24
UAL950  ,-68.46,45.07,38975,2021-03-01T01:07:24
UAL950  ,-68.46,45.07,38975,2021-03-01T01:07:25
UAL950  ,-68.45,45.07,38975,2021-03-01T01:07:26
UAL950  ,-68.45,45.07,38975,2021-03-01T01:07:26
UAL950  ,-68.45,45.07,39000,2021-03-01T01:07:26
UAL950  ,-68.45,45.07,38975,2021-03-01T01:07:27
UAL950  ,-68.45,45.07,39000,2021-03-01T01:07:27
UAL950  ,-68.45,45.07,38975,2021-03-01T01:07:28
UAL950  ,-68.45,45.07,39000,2021-03-01T01:07:28
UAL950  ,-68.44,45.07,39000,2021-03-01T01:07:29
UAL950  ,-68.44,45.07,38975,2021-03-01T01:07:30
UAL950  ,-68.44,45.07,38975,2021-03-01T01:07:30
UAL950  ,-68.44,45.07,38975,2021-03-01T01:07:30
UAL950  ,-68.44,45.07,38975,2021-03-01T01:07:31
UAL950  ,-68.43,45.07,38975,2021-03-01T01:07:32
UAL950  ,-68.43,45.08,39000,2021-03-01T01:07:32
UAL950  ,-68.43,45.08,38975,2021-03-01T01:07:33
UAL950  ,-68.43,45.08,38975,2021-03-01T01:07:33
UAL950  ,-68.43,45.08,39000,2021-03-01T01:07:34
UAL950  ,-68.42,45.08,39000,2021-03-01T01:07:35
UAL950  ,-68.42,45.08,39000,2021-03-01T01:07:35
UAL950  ,-68.42,45.08,39000,2021-03-01T01:07:35
UAL950  ,-68.42,45.08,39000,2021-03-01T01:07:36
UAL950  ,-68.42,45.08,39000,2021-03-01T01:07:36
UAL950  ,-68.42,45.08,39000,2021-03-01T01:07:37
UAL950  ,-68.41,45.08,39000,2021-03-01T01:07:38
UAL950  ,-68.41,45.08,39000,2021-03-01T01:07:38
UAL950  ,-68.41,45.08,39000,2021-03-01T01:07:38
UAL950  ,-68.41,45.08,39000,2021-03-01T01:07:38
UAL950  ,-68.41,45.08,39000,2021-03-01T01:07:39
UAL950  ,-68.41,45.09,39000,2021-03-01T01:07:40
UAL950  ,-68.41,45.09,39000,2021-03-01T01:07:40
UAL950  ,-68.4,45.09,39000,2021-03-01T01:07:41
UAL950  ,-68.4,45.09,39000,2021-03-01T01:07:41
UAL950  ,-68.4,45.09,39000,2021-03-01T01:07:42
UAL950  ,-68.4,45.09,39000,2021-03-01T01:07:42
UAL950  ,-68.4,45.09,39000,2021-03-01T01:07:43
UAL950  ,-68.39,45.09,39000,2021-03-01T01:07:44
UAL950  ,-68.39,45.09,39000,2021-03-01T01:07:44
UAL950  ,-68.39,45.09,39000,2021-03-01T01:07:45
UAL950  ,-68.39,45.09,39000,2021-03-01T01:07:45
UAL950  ,-68.39,45.09,38975,2021-03-01T01:07:46
UAL950  ,-68.39,45.09,39000,2021-03-01T01:07:46
UAL950  ,-68.38,45.09,39000,2021-03-01T01:07:46
UAL950  ,-68.38,45.09,38975,2021-03-01T01:07:47
UAL950  ,-68.38,45.09,39000,2021-03-01T01:07:47
UAL950  ,-68.38,45.1,39000,2021-03-01T01:07:48
UAL950  ,-68.38,45.1,39000,2021-03-01T01:07:48
UAL950  ,-68.37,45.1,39000,2021-03-01T01:07:50
UAL950  ,-68.37,45.1,39000,2021-03-01T01:07:51
UAL950  ,-68.37,45.1,39000,2021-03-01T01:07:51
UAL950  ,-68.37,45.1,39000,2021-03-01T01:07:52
UAL950  ,-68.37,45.1,39000,2021-03-01T01:07:52
UAL950  ,-68.36,45.1,39000,2021-03-01T01:07:53
UAL950  ,-68.36,45.1,38975,2021-03-01T01:07:53
UAL950  ,-68.36,45.1,39000,2021-03-01T01:07:53
UAL950  ,-68.36,45.1,39000,2021-03-01T01:07:55
UAL950  ,-68.36,45.1,39000,2021-03-01T01:07:55
UAL950  ,-68.35,45.11,39000,2021-03-01T01:07:55
UAL950  ,-68.35,45.11,39000,2021-03-01T01:07:56
UAL950  ,-68.35,45.11,38975,2021-03-01T01:07:56
UAL950  ,-68.35,45.11,39000,2021-03-01T01:07:57
UAL950  ,-68.35,45.11,38975,2021-03-01T01:07:58
UAL950  ,-68.35,45.11,39000,2021-03-01T01:07:58
UAL950  ,-68.34,45.11,38975,2021-03-01T01:07:59
UAL950  ,-68.34,45.11,39000,2021-03-01T01:07:59
UAL950  ,-68.34,45.11,39000,2021-03-01T01:07:59
UAL950  ,-68.34,45.11,38975,2021-03-01T01:08:00
UAL950  ,-68.34,45.11,38975,2021-03-01T01:08:00
UAL950  ,-68.34,45.11,38975,2021-03-01T01:08:01
UAL950  ,-68.34,45.11,39000,2021-03-01T01:08:02
UAL950  ,-68.33,45.11,39000,2021-03-01T01:08:02
UAL950  ,-68.33,45.11,38975,2021-03-01T01:08:03
UAL950  ,-68.33,45.11,38975,2021-03-01T01:08:03
UAL950  ,-68.33,45.12,38975,2021-03-01T01:08:03
UAL950  ,-68.33,45.12,38975,2021-03-01T01:08:04
UAL950  ,-68.32,45.12,38975,2021-03-01T01:08:04
UAL950  ,-68.32,45.12,38975,2021-03-01T01:08:05
UAL950  ,-68.32,45.12,38975,2021-03-01T01:08:05
UAL950  ,-68.32,45.12,38975,2021-03-01T01:08:06
UAL950  ,-68.32,45.12,39000,2021-03-01T01:08:07
UAL950  ,-68.32,45.12,38975,2021-03-01T01:08:07
UAL950  ,-68.32,45.12,38975,2021-03-01T01:08:07
UAL950  ,-68.31,45.12,38975,2021-03-01T01:08:08
UAL950  ,-68.31,45.12,38975,2021-03-01T01:08:08
UAL950  ,-68.31,45.12,39000,2021-03-01T01:08:09
UAL950  ,-68.31,45.12,39000,2021-03-01T01:08:09
UAL950  ,-68.3,45.12,38975,2021-03-01T01:08:10
UAL950  ,-68.3,45.13,38975,2021-03-01T01:08:11
UAL950  ,-68.3,45.13,38975,2021-03-01T01:08:11
UAL950  ,-68.3,45.13,39000,2021-03-01T01:08:12
UAL950  ,-68.3,45.13,38975,2021-03-01T01:08:12
UAL950  ,-68.3,45.13,38975,2021-03-01T01:08:13
UAL950  ,-68.3,45.13,38975,2021-03-01T01:08:13
UAL950  ,-68.29,45.13,39000,2021-03-01T01:08:14
UAL950  ,-68.29,45.13,38975,2021-03-01T01:08:14
UAL950  ,-68.29,45.13,39000,2021-03-01T01:08:15
UAL950  ,-68.29,45.13,38975,2021-03-01T01:08:15
UAL950  ,-68.29,45.13,39000,2021-03-01T01:08:16
UAL950  ,-68.29,45.13,38975,2021-03-01T01:08:16
UAL950  ,-68.28,45.13,39000,2021-03-01T01:08:17
UAL950  ,-68.28,45.13,38975,2021-03-01T01:08:17
UAL950  ,-68.28,45.13,38975,2021-03-01T01:08:18
UAL950  ,-68.28,45.13,39000,2021-03-01T01:08:18
UAL950  ,-68.28,45.14,39000,2021-03-01T01:08:19
UAL950  ,-68.28,45.14,39000,2021-03-01T01:08:20
UAL950  ,-68.27,45.14,39000,2021-03-01T01:08:20
UAL950  ,-68.27,45.14,39000,2021-03-01T01:08:21
UAL950  ,-68.27,45.14,38975,2021-03-01T01:08:21
UAL950  ,-68.27,45.14,38975,2021-03-01T01:08:21
UAL950  ,-68.27,45.14,39000,2021-03-01T01:08:22
UAL950  ,-68.27,45.14,38975,2021-03-01T01:08:22
UAL950  ,-68.26,45.14,39000,2021-03-01T01:08:23
UAL950  ,-68.26,45.14,39000,2021-03-01T01:08:23
UAL950  ,-68.26,45.14,39000,2021-03-01T01:08:24
UAL950  ,-68.26,45.14,38975,2021-03-01T01:08:25
UAL950  ,-68.26,45.14,39000,2021-03-01T01:08:26
UAL950  ,-68.25,45.14,39000,2021-03-01T01:08:26
UAL950  ,-68.25,45.14,39000,2021-03-01T01:08:26
UAL950  ,-68.25,45.15,39000,2021-03-01T01:08:27
UAL950  ,-68.25,45.15,39000,2021-03-01T01:08:27
UAL950  ,-68.25,45.15,39000,2021-03-01T01:08:27
UAL950  ,-68.25,45.15,39000,2021-03-01T01:08:28
UAL950  ,-68.25,45.15,38975,2021-03-01T01:08:29
UAL950  ,-68.24,45.15,39000,2021-03-01T01:08:29
UAL950  ,-68.24,45.15,39000,2021-03-01T01:08:30
UAL950  ,-68.24,45.15,39000,2021-03-01T01:08:30
UAL950  ,-68.24,45.15,39000,2021-03-01T01:08:30
UAL950  ,-68.24,45.15,38975,2021-03-01T01:08:30
UAL950  ,-68.24,45.15,39000,2021-03-01T01:08:31
UAL950  ,-68.23,45.15,39000,2021-03-01T01:08:31
UAL950  ,-68.23,45.15,39000,2021-03-01T01:08:32
UAL950  ,-68.23,45.15,39000,2021-03-01T01:08:32
UAL950  ,-68.23,45.15,39000,2021-03-01T01:08:33
UAL950  ,-68.23,45.15,38975,2021-03-01T01:08:33
UAL950  ,-68.23,45.15,39000,2021-03-01T01:08:34
UAL950  ,-68.23,45.15,39000,2021-03-01T01:08:35
UAL950  ,-68.22,45.16,39000,2021-03-01T01:08:35
UAL950  ,-68.22,45.16,39000,2021-03-01T01:08:35
UAL950  ,-68.22,45.16,39000,2021-03-01T01:08:36
UAL950  ,-68.22,45.16,39000,2021-03-01T01:08:36
UAL950  ,-68.22,45.16,39000,2021-03-01T01:08:36
UAL950  ,-68.22,45.16,39000,2021-03-01T01:08:37
UAL950  ,-68.21,45.16,39000,2021-03-01T01:08:38
UAL950  ,-68.21,45.16,39000,2021-03-01T01:08:38
UAL950  ,-68.21,45.16,39000,2021-03-01T01:08:39
UAL950  ,-68.21,45.16,39000,2021-03-01T01:08:39
UAL950  ,-68.21,45.16,39000,2021-03-01T01:08:40
UAL950  ,-68.21,45.16,39000,2021-03-01T01:08:41
UAL950  ,-68.2,45.16,39000,2021-03-01T01:08:41
UAL950  ,-68.2,45.16,39000,2021-03-01T01:08:41
UAL950  ,-68.2,45.16,39000,2021-03-01T01:08:42
UAL950  ,-68.2,45.17,39000,2021-03-01T01:08:43
UAL950  ,-68.2,45.17,39000,2021-03-01T01:08:43
UAL950  ,-68.2,45.17,39000,2021-03-01T01:08:44
UAL950  ,-68.19,45.17,39000,2021-03-01T01:08:44
UAL950  ,-68.19,45.17,39000,2021-03-01T01:08:44
UAL950  ,-68.19,45.17,39000,2021-03-01T01:08:44
UAL950  ,-68.19,45.17,39000,2021-03-01T01:08:45
UAL950  ,-68.19,45.17,39000,2021-03-01T01:08:46
UAL950  ,-68.19,45.17,39000,2021-03-01T01:08:46
UAL950  ,-68.18,45.17,39000,2021-03-01T01:08:47
UAL950  ,-68.18,45.17,38975,2021-03-01T01:08:47
UAL950  ,-68.18,45.17,39000,2021-03-01T01:08:48
UAL950  ,-68.18,45.17,39000,2021-03-01T01:08:48
UAL950  ,-68.18,45.17,39000,2021-03-01T01:08:49
UAL950  ,-68.17,45.17,39000,2021-03-01T01:08:50
UAL950  ,-68.17,45.18,38975,2021-03-01T01:08:50
UAL950  ,-68.17,45.18,39000,2021-03-01T01:08:51
UAL950  ,-68.17,45.18,38975,2021-03-01T01:08:51
UAL950  ,-68.17,45.18,38975,2021-03-01T01:08:52
UAL950  ,-68.17,45.18,38975,2021-03-01T01:08:52
UAL950  ,-68.16,45.18,38975,2021-03-01T01:08:52
UAL950  ,-68.16,45.18,38975,2021-03-01T01:08:53
UAL950  ,-68.16,45.18,38975,2021-03-01T01:08:54
UAL950  ,-68.16,45.18,38975,2021-03-01T01:08:55
UAL950  ,-68.16,45.18,38975,2021-03-01T01:08:55
UAL950  ,-68.15,45.18,38975,2021-03-01T01:08:56
UAL950  ,-68.15,45.18,38975,2021-03-01T01:08:56
UAL950  ,-68.15,45.18,38975,2021-03-01T01:08:57
UAL950  ,-68.15,45.18,38975,2021-03-01T01:08:57
UAL950  ,-68.15,45.19,38975,2021-03-01T01:08:58
UAL950  ,-68.15,45.19,38975,2021-03-01T01:08:58
UAL950  ,-68.14,45.19,38975,2021-03-01T01:08:59
UAL950  ,-68.14,45.19,38975,2021-03-01T01:09:00
UAL950  ,-68.14,45.19,38975,2021-03-01T01:09:00
UAL950  ,-68.14,45.19,38975,2021-03-01T01:09:01
UAL950  ,-68.14,45.19,38975,2021-03-01T01:09:01
UAL950  ,-68.13,45.19,38975,2021-03-01T01:09:02
UAL950  ,-68.13,45.19,38975,2021-03-01T01:09:02
UAL950  ,-68.13,45.19,38975,2021-03-01T01:09:02
UAL950  ,-68.13,45.19,38975,2021-03-01T01:09:03
UAL950  ,-68.13,45.19,38975,2021-03-01T01:09:04
UAL950  ,-68.13,45.19,38975,2021-03-01T01:09:04
UAL950  ,-68.12,45.19,38975,2021-03-01T01:09:05
UAL950  ,-68.12,45.19,38975,2021-03-01T01:09:05
UAL950  ,-68.12,45.2,38975,2021-03-01T01:09:06
UAL950  ,-68.12,45.2,38975,2021-03-01T01:09:06
UAL950  ,-68.12,45.2,38975,2021-03-01T01:09:06
UAL950  ,-68.12,45.2,38975,2021-03-01T01:09:07
UAL950  ,-68.11,45.2,38975,2021-03-01T01:09:08
UAL950  ,-68.11,45.2,38975,2021-03-01T01:09:08
UAL950  ,-68.11,45.2,38975,2021-03-01T01:09:09
UAL950  ,-68.11,45.2,38975,2021-03-01T01:09:09
UAL950  ,-68.11,45.2,38975,2021-03-01T01:09:10
UAL950  ,-68.11,45.2,38975,2021-03-01T01:09:10
UAL950  ,-68.1,45.2,38975,2021-03-01T01:09:11
UAL950  ,-68.1,45.2,39000,2021-03-01T01:09:12
UAL950  ,-68.1,45.2,38975,2021-03-01T01:09:12
UAL950  ,-68.09,45.21,39000,2021-03-01T01:09:13
UAL950  ,-68.09,45.21,38975,2021-03-01T01:09:15
UAL950  ,-68.09,45.21,39000,2021-03-01T01:09:15
